year,quarter,programme,programme_label,region,region_label,projet,projet_label,ligne,ligne_label,type_ligne,lf_mdh,taux,line_id,budget_type,lf_ratio,lf_share
2021,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.1973,P301-R12-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.6575,P301-R12-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0094,P301-R12-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.175,P301-R12-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.3059,P301-R12-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.9313,P301-R12-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2023,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.009,P301-R12-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0801,P301-R12-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.1287,P301-R12-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.7596,P301-R12-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2024,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0026,P301-R12-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0427,P301-R12-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.4373,P301-R12-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.8877,P301-R12-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0014,P301-R12-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0376,P301-R12-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.3723,P301-R12-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.8645,P301-R12-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R12-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2493,P301-R12-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.4559,P301-R12-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.7831,P301-R12-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0173,P301-R12-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.239,P301-R12-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.3729,P301-R12-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.8967,P301-R12-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0573,P301-R12-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4867,P301-R12-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.7038,P301-R12-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,1.1491,P301-R12-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0407,P301-R12-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2883,P301-R12-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.3216,P301-R12-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.8945,P301-R12-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0128,P301-R12-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.085,P301-R12-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.5702,P301-R12-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.7909,P301-R12-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0136,P301-R12-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0863,P301-R12-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.7544,P301-R12-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.0042,P301-R12-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2020,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.0,P302-R00-Pj10-L10,INVESTISSEMENT,0.9167,0.0022
2020,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.3608,P302-R00-Pj10-L10,INVESTISSEMENT,0.9167,0.0022
2020,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.4843,P302-R00-Pj10-L10,INVESTISSEMENT,0.9167,0.0022
2020,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.8295,P302-R00-Pj10-L10,INVESTISSEMENT,0.9167,0.0022
2021,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.0225,P302-R00-Pj10-L10,INVESTISSEMENT,0.6796,0.0022
2021,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.2291,P302-R00-Pj10-L10,INVESTISSEMENT,0.6796,0.0022
2021,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.4082,P302-R00-Pj10-L10,INVESTISSEMENT,0.6796,0.0022
2021,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.8929,P302-R00-Pj10-L10,INVESTISSEMENT,0.6796,0.0022
2022,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.78,0.0591,P302-R00-Pj10-L10,INVESTISSEMENT,0.6732,0.0022
2022,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.78,0.5323,P302-R00-Pj10-L10,INVESTISSEMENT,0.6732,0.0022
2022,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.78,0.8125,P302-R00-Pj10-L10,INVESTISSEMENT,0.6732,0.0022
2022,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.78,0.8699,P302-R00-Pj10-L10,INVESTISSEMENT,0.6732,0.0022
2023,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.066,0.0631,P302-R00-Pj10-L10,INVESTISSEMENT,0.7813,0.0022
2023,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.066,0.3086,P302-R00-Pj10-L10,INVESTISSEMENT,0.7813,0.0022
2023,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.066,0.3772,P302-R00-Pj10-L10,INVESTISSEMENT,0.7813,0.0022
2023,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.066,0.8941,P302-R00-Pj10-L10,INVESTISSEMENT,0.7813,0.0022
2024,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,4.029,0.0189,P302-R00-Pj10-L10,INVESTISSEMENT,1.5237,0.0022
2024,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,4.029,0.124,P302-R00-Pj10-L10,INVESTISSEMENT,1.5237,0.0022
2024,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,4.029,0.7192,P302-R00-Pj10-L10,INVESTISSEMENT,1.5237,0.0022
2024,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,4.029,0.9598,P302-R00-Pj10-L10,INVESTISSEMENT,1.5237,0.0022
2025,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,3.769,0.0238,P302-R00-Pj10-L10,INVESTISSEMENT,1.4254,0.0022
2025,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,3.769,0.1724,P302-R00-Pj10-L10,INVESTISSEMENT,1.4254,0.0022
2025,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,3.769,1.0165,P302-R00-Pj10-L10,INVESTISSEMENT,1.4254,0.0022
2025,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,3.769,1.2511,P302-R00-Pj10-L10,INVESTISSEMENT,1.4254,0.0022
2020,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.424,0.0,P302-R00-Pj10-L11,INVESTISSEMENT,0.9167,0.0022
2020,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.424,0.2209,P302-R00-Pj10-L11,INVESTISSEMENT,0.9167,0.0022
2020,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.424,0.3038,P302-R00-Pj10-L11,INVESTISSEMENT,0.9167,0.0022
2020,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.424,0.6755,P302-R00-Pj10-L11,INVESTISSEMENT,0.9167,0.0022
2021,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.797,0.0167,P302-R00-Pj10-L11,INVESTISSEMENT,0.6796,0.0022
2021,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.797,0.1639,P302-R00-Pj10-L11,INVESTISSEMENT,0.6796,0.0022
2021,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.797,0.3128,P302-R00-Pj10-L11,INVESTISSEMENT,0.6796,0.0022
2021,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.797,0.7999,P302-R00-Pj10-L11,INVESTISSEMENT,0.6796,0.0022
2022,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.78,0.0556,P302-R00-Pj10-L11,INVESTISSEMENT,0.6732,0.0022
2022,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.78,0.549,P302-R00-Pj10-L11,INVESTISSEMENT,0.6732,0.0022
2022,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.78,0.7319,P302-R00-Pj10-L11,INVESTISSEMENT,0.6732,0.0022
2022,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,1.78,1.1258,P302-R00-Pj10-L11,INVESTISSEMENT,0.6732,0.0022
2023,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.066,0.0347,P302-R00-Pj10-L11,INVESTISSEMENT,0.7813,0.0022
2023,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.066,0.2249,P302-R00-Pj10-L11,INVESTISSEMENT,0.7813,0.0022
2023,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.066,0.2253,P302-R00-Pj10-L11,INVESTISSEMENT,0.7813,0.0022
2023,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,2.066,0.727,P302-R00-Pj10-L11,INVESTISSEMENT,0.7813,0.0022
2024,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,4.029,0.012,P302-R00-Pj10-L11,INVESTISSEMENT,1.5237,0.0022
2024,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,4.029,0.1006,P302-R00-Pj10-L11,INVESTISSEMENT,1.5237,0.0022
2024,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,4.029,0.5777,P302-R00-Pj10-L11,INVESTISSEMENT,1.5237,0.0022
2024,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,4.029,0.9316,P302-R00-Pj10-L11,INVESTISSEMENT,1.5237,0.0022
2025,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,3.769,0.0121,P302-R00-Pj10-L11,INVESTISSEMENT,1.4254,0.0022
2025,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,3.769,0.1351,P302-R00-Pj10-L11,INVESTISSEMENT,1.4254,0.0022
2025,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,3.769,0.8209,P302-R00-Pj10-L11,INVESTISSEMENT,1.4254,0.0022
2025,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,11,Informatique,equipements,3.769,1.0577,P302-R00-Pj10-L11,INVESTISSEMENT,1.4254,0.0022
2020,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.908,0.0,P302-R00-Pj10-L12,INVESTISSEMENT,0.9166,0.0027
2020,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.908,0.2543,P302-R00-Pj10-L12,INVESTISSEMENT,0.9166,0.0027
2020,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.908,0.3442,P302-R00-Pj10-L12,INVESTISSEMENT,0.9166,0.0027
2020,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.908,0.6895,P302-R00-Pj10-L12,INVESTISSEMENT,0.9166,0.0027
2021,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.156,0.0153,P302-R00-Pj10-L12,INVESTISSEMENT,0.6796,0.0027
2021,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.156,0.2015,P302-R00-Pj10-L12,INVESTISSEMENT,0.6796,0.0027
2021,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.156,0.3782,P302-R00-Pj10-L12,INVESTISSEMENT,0.6796,0.0027
2021,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.156,0.8245,P302-R00-Pj10-L12,INVESTISSEMENT,0.6796,0.0027
2022,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.135,0.0373,P302-R00-Pj10-L12,INVESTISSEMENT,0.6729,0.0027
2022,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.135,0.4701,P302-R00-Pj10-L12,INVESTISSEMENT,0.6729,0.0027
2022,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.135,0.6572,P302-R00-Pj10-L12,INVESTISSEMENT,0.6729,0.0027
2022,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.135,0.9298,P302-R00-Pj10-L12,INVESTISSEMENT,0.6729,0.0027
2023,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.48,0.0313,P302-R00-Pj10-L12,INVESTISSEMENT,0.7817,0.0027
2023,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.48,0.2235,P302-R00-Pj10-L12,INVESTISSEMENT,0.7817,0.0027
2023,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.48,0.3053,P302-R00-Pj10-L12,INVESTISSEMENT,0.7817,0.0027
2023,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,2.48,0.8491,P302-R00-Pj10-L12,INVESTISSEMENT,0.7817,0.0027
2024,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.834,0.0123,P302-R00-Pj10-L12,INVESTISSEMENT,1.5236,0.0027
2024,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.834,0.0983,P302-R00-Pj10-L12,INVESTISSEMENT,1.5236,0.0027
2024,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.834,0.6151,P302-R00-Pj10-L12,INVESTISSEMENT,1.5236,0.0027
2024,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.834,0.9332,P302-R00-Pj10-L12,INVESTISSEMENT,1.5236,0.0027
2025,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.523,0.0149,P302-R00-Pj10-L12,INVESTISSEMENT,1.4256,0.0027
2025,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.523,0.1051,P302-R00-Pj10-L12,INVESTISSEMENT,1.4256,0.0027
2025,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.523,0.7096,P302-R00-Pj10-L12,INVESTISSEMENT,1.4256,0.0027
2025,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,12,Informatisation des juridictions,equipements,4.523,1.0392,P302-R00-Pj10-L12,INVESTISSEMENT,1.4256,0.0027
2020,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.939,0.0,P302-R00-Pj10-L13,INVESTISSEMENT,0.9167,0.0018
2020,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.939,0.3268,P302-R00-Pj10-L13,INVESTISSEMENT,0.9167,0.0018
2020,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.939,0.4205,P302-R00-Pj10-L13,INVESTISSEMENT,0.9167,0.0018
2020,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.939,0.7449,P302-R00-Pj10-L13,INVESTISSEMENT,0.9167,0.0018
2021,1,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.437,0.0302,P302-R00-Pj10-L13,INVESTISSEMENT,0.6794,0.0018
2021,2,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.437,0.3101,P302-R00-Pj10-L13,INVESTISSEMENT,0.6794,0.0018
2021,3,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.437,0.4885,P302-R00-Pj10-L13,INVESTISSEMENT,0.6794,0.0018
2021,4,302,Modernisation Système Judiciaire,00,SERVICES COMMUNS,10,Performance législative et organisationnelle,13,Base de données juridiques et judiciaires,etudes,1.437,1.0043,P302-R00-Pj10-L13,INVESTISSEMENT,0.6794,0.0018
