year,quarter,programme,programme_label,region,region_label,projet,projet_label,ligne,ligne_label,type_ligne,lf_mdh,taux,line_id,lf_ratio,lf_share
2021,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0634,P301-R11-Pj10-L20,0.6799,0.0009
2021,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.1506,P301-R11-Pj10-L20,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.6173,P301-R11-Pj10-L20,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0058,P301-R11-Pj10-L20,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.1624,P301-R11-Pj10-L20,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.4177,P301-R11-Pj10-L20,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.8946,P301-R11-Pj10-L20,0.6726,0.0009
2023,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0065,P301-R11-Pj10-L20,0.7815,0.0009
2023,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0586,P301-R11-Pj10-L20,0.7815,0.0009
2023,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.1879,P301-R11-Pj10-L20,0.7815,0.0009
2023,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.7567,P301-R11-Pj10-L20,0.7815,0.0009
2024,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0035,P301-R11-Pj10-L20,1.5241,0.0009
2024,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0314,P301-R11-Pj10-L20,1.5241,0.0009
2024,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.3297,P301-R11-Pj10-L20,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.8958,P301-R11-Pj10-L20,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.003,P301-R11-Pj10-L20,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0837,P301-R11-Pj10-L20,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.3347,P301-R11-Pj10-L20,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,1.1628,P301-R11-Pj10-L20,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R11-Pj20-L10,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2629,P301-R11-Pj20-L10,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.3778,P301-R11-Pj20-L10,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.7827,P301-R11-Pj20-L10,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0112,P301-R11-Pj20-L10,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.1596,P301-R11-Pj20-L10,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.3032,P301-R11-Pj20-L10,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.7134,P301-R11-Pj20-L10,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0399,P301-R11-Pj20-L10,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4648,P301-R11-Pj20-L10,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.6557,P301-R11-Pj20-L10,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.9652,P301-R11-Pj20-L10,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.037,P301-R11-Pj20-L10,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2351,P301-R11-Pj20-L10,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2846,P301-R11-Pj20-L10,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.8268,P301-R11-Pj20-L10,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0137,P301-R11-Pj20-L10,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.1051,P301-R11-Pj20-L10,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.6015,P301-R11-Pj20-L10,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,1.0293,P301-R11-Pj20-L10,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0148,P301-R11-Pj20-L10,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.1198,P301-R11-Pj20-L10,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.8143,P301-R11-Pj20-L10,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,11,LAÂYOUNE-SAKIA AL HAMRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.0637,P301-R11-Pj20-L10,1.4257,0.0004
2020,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0,P301-R12-Pj10-L10,0.9168,0.0018
2020,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0757,P301-R12-Pj10-L10,0.9168,0.0018
2020,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.1531,P301-R12-Pj10-L10,0.9168,0.0018
2020,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.6116,P301-R12-Pj10-L10,0.9168,0.0018
2021,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0008,P301-R12-Pj10-L10,0.6794,0.0018
2021,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0356,P301-R12-Pj10-L10,0.6794,0.0018
2021,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.1557,P301-R12-Pj10-L10,0.6794,0.0018
2021,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.7505,P301-R12-Pj10-L10,0.6794,0.0018
2022,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.0071,P301-R12-Pj10-L10,0.6731,0.0018
2022,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.2531,P301-R12-Pj10-L10,0.6731,0.0018
2022,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.3979,P301-R12-Pj10-L10,0.6731,0.0018
2022,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.8763,P301-R12-Pj10-L10,0.6731,0.0018
2023,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0125,P301-R12-Pj10-L10,0.7816,0.0018
2023,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0686,P301-R12-Pj10-L10,0.7816,0.0018
2023,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.1242,P301-R12-Pj10-L10,0.7816,0.0018
2023,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.6411,P301-R12-Pj10-L10,0.7816,0.0018
2024,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0029,P301-R12-Pj10-L10,1.5235,0.0018
2024,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0247,P301-R12-Pj10-L10,1.5235,0.0018
2024,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.3518,P301-R12-Pj10-L10,1.5235,0.0018
2024,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.9496,P301-R12-Pj10-L10,1.5235,0.0018
2025,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.0015,P301-R12-Pj10-L10,1.4256,0.0018
2025,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.0515,P301-R12-Pj10-L10,1.4256,0.0018
2025,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.3958,P301-R12-Pj10-L10,1.4256,0.0018
2025,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,1.1011,P301-R12-Pj10-L10,1.4256,0.0018
2020,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0,P301-R12-Pj10-L20,0.9168,0.0009
2020,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0577,P301-R12-Pj10-L20,0.9168,0.0009
2020,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.2064,P301-R12-Pj10-L20,0.9168,0.0009
2020,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.6696,P301-R12-Pj10-L20,0.9168,0.0009
2021,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0021,P301-R12-Pj10-L20,0.6799,0.0009
2021,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0536,P301-R12-Pj10-L20,0.6799,0.0009
2021,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.1973,P301-R12-Pj10-L20,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.6575,P301-R12-Pj10-L20,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0094,P301-R12-Pj10-L20,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.175,P301-R12-Pj10-L20,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.3059,P301-R12-Pj10-L20,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.9313,P301-R12-Pj10-L20,0.6726,0.0009
2023,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.009,P301-R12-Pj10-L20,0.7815,0.0009
2023,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0801,P301-R12-Pj10-L20,0.7815,0.0009
2023,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.1287,P301-R12-Pj10-L20,0.7815,0.0009
2023,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.7596,P301-R12-Pj10-L20,0.7815,0.0009
2024,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0026,P301-R12-Pj10-L20,1.5241,0.0009
2024,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0427,P301-R12-Pj10-L20,1.5241,0.0009
2024,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.4373,P301-R12-Pj10-L20,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.8877,P301-R12-Pj10-L20,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0014,P301-R12-Pj10-L20,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0376,P301-R12-Pj10-L20,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.3723,P301-R12-Pj10-L20,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.8645,P301-R12-Pj10-L20,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R12-Pj20-L10,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2493,P301-R12-Pj20-L10,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.4559,P301-R12-Pj20-L10,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.7831,P301-R12-Pj20-L10,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0173,P301-R12-Pj20-L10,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.239,P301-R12-Pj20-L10,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.3729,P301-R12-Pj20-L10,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.8967,P301-R12-Pj20-L10,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0573,P301-R12-Pj20-L10,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4867,P301-R12-Pj20-L10,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.7038,P301-R12-Pj20-L10,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,1.1491,P301-R12-Pj20-L10,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0407,P301-R12-Pj20-L10,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2883,P301-R12-Pj20-L10,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.3216,P301-R12-Pj20-L10,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.8945,P301-R12-Pj20-L10,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0128,P301-R12-Pj20-L10,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.085,P301-R12-Pj20-L10,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.5702,P301-R12-Pj20-L10,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.7909,P301-R12-Pj20-L10,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0136,P301-R12-Pj20-L10,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0863,P301-R12-Pj20-L10,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.7544,P301-R12-Pj20-L10,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,12,DAKHLA-OUED ED-DAHAB,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.0042,P301-R12-Pj20-L10,1.4257,0.0004
2020,1,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.0,P302-R00-Pj10-L10,0.9167,0.0022
2020,2,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.3608,P302-R00-Pj10-L10,0.9167,0.0022
2020,3,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.4843,P302-R00-Pj10-L10,0.9167,0.0022
2020,4,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,2.424,0.8295,P302-R00-Pj10-L10,0.9167,0.0022
2021,1,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.0225,P302-R00-Pj10-L10,0.6796,0.0022
2021,2,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.2291,P302-R00-Pj10-L10,0.6796,0.0022
2021,3,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.4082,P302-R00-Pj10-L10,0.6796,0.0022
2021,4,302,Modernisation Système Judiciaire,0,SERVICES COMMUNS,10,Performance législative et organisationnelle,10,Tribunal numérique,etudes,1.797,0.8929,P302-R00-Pj10-L10,0.6796,0.0022
